token,pred,true
SEATTLE,5,3
CANBERRA,5,5
WASHINGTON,5,3
AC,7,3
Milan,5,4
Udinese,5,3
Hilde,1,1
Gerg,2,2
Germany,5,5
RTRS,3,3
Australian,5,7
John,1,1
Langmore,2,2
Katja,1,1
Seizinger,2,2
Germany,5,5
Russ,1,3
Berrie,2,4
TAMPA,5,3
BAY,6,4
VAIL,5,5
Colorado,5,5
DETROIT,5,3
Mr,1,1
Yen,2,2
Sakakibara,1,1
BOJ,1,3
Rosati,1,1
Singapore,5,5
NAIROBI,5,5
Rafael,1,1
Alkorta,2,2
Albert,1,1
Real,7,3
Sociedad,3,4
NY,5,3
RANGERS,3,4
TORONTO,5,5
MADRID,5,5
Pakistan,5,5
Madlen,1,1
Brigger-Summermatter,2,2
Switzerland,5,5
Reinhard,1,1
Schwarzenberger,2,2
Austria,5,5
LONDON,5,5
STEPHENVILLE,5,5
Newfoundland,5,5
Healy,1,2
P.,1,1
Reiffel,2,2
S.,2,1
Warne,1,2
J.,1,1
Gillespie,2,2
ATLANTIC,3,5
Hibernian,1,3
Barnet,5,3
Wycombe,5,3
NEW,7,3
ORLEANS,6,4
Fortuna,1,3
Dusseldorf,5,4
EuroLeague,3,7
LONDON,5,5
BALKAN,5,5
NORTHERN,5,5
IRELAND,6,6
Saqr,1,1
Lahd,1,1
Israeli,7,7
Celta,3,3
Vigo,6,4
Belgian,7,7
NEW,7,5
YORK,5,6
Reuter,3,3
Radiometer,3,3
Wednesday,5,3
Czech,5,5
Nelson,2,1
Mandela,2,2
African,3,3
National,4,4
Congress,4,4
Dundee,2,3
United,3,4
Paolo,1,1
Di,2,2
Canio,2,2
Celtic,4,3
Marianne,1,1
Brechu,2,2
France,5,5
NHL,3,3
CANUCKS,3,3
BURE,1,1
Japan,6,5
Japan,6,5
GMT,8,7
Boutros-Ghali,1,1
Africans,7,7
Primoz,1,1
Peterka,2,2
Slovakia,5,5
Czech,5,3
Republic,6,4
I,1,4
Jiri,1,1
Dzmura,2,2
Pavel,1,1
Polomsky,2,2
Indonesia,5,5
Chile,5,5
Mexico,5,5
Finance,4,3
Eduardo,2,1
Aninat,1,2
Moscow,5,3
Newsroom,3,4
GOLDEN,5,3
STATE,5,4
PKK,3,3
Turkey,5,5
Iraq,5,5
Madlen,1,1
Brigger-Summermatter,2,2
Switzerland,5,5
Svetlana,1,1
Paramygina,2,2
Belorus,5,5
Hungary,5,5
Valencia,5,3
Telekomunikasi,3,4
Indonesia,3,4
Telkom,3,3
Minna,1,1
Karhu,2,2
Finland,5,5
Bury,5,3
Vancouver,5,5
PHOENIX,5,3
SACRAMENTO,5,5
Sunderland,5,3
Melville,1,1
Wimbledon,5,5
US,1,5
Rui,1,1
Barros,2,2
Porto,3,3
Jose,1,1
Barroso,2,2
Porto,3,3
Luis,1,1
Figo,2,2
Barcelona,1,3
Paulo,5,1
Bento,6,2
Oviedo,1,3
Taira,1,2
Spain,6,5
Samuels,1,2
M.,1,1
Waugh,1,2
Gillespie,1,1
Hapoel,3,3
Tel,6,4
Aviv,6,4
Betar,3,3
Jerusalem,6,4
Wallaby,3,3
London,5,5
Francois,1,1
Michael,1,1
Philippe,1,1
Havel,1,1
Reuters,3,3
Partizan,1,3
Belgrade,5,4
Yugoslavia,5,5
CHICAGO,5,3
Singapore,5,5
then-U.S.,3,7
Mickey,1,1
Kantor,1,2
Guenther,1,1
Huber,2,2
Antonio,1,1
Tartaglia,2,2
Italy,5,5
Timah,1,3
London,5,5
GMT,7,7
Picabo,1,1
Street,2,2
U.S.,3,5
West,5,5
Indies,6,6
Melbourne,5,5
Cricket,4,6
Ground,4,6
Courtney,2,1
SAN,5,3
DIEGO,6,4
USA,3,3
I,1,4
Jim,1,1
Herberich,2,2
Garrett,2,1
Real,7,3
Betis,3,4
Warwara,1,1
Zelenskaja,2,2
Russia,5,5
Real,3,3
Singapore,5,5
AMERICAN,3,7
NY,5,3
ISLANDERS,3,4
Aung,1,1
San,2,2
Suu,2,2
Kyi,2,2
Spanish,7,7
LEEDS,5,3
BOWYER,2,1
Anita,1,1
Wachter,2,2
Austria,5,5
Japan,5,5
ROME,5,5
Laurent,1,1
Blanc,2,2
East,5,3
Stirling,6,4
X-DENVER,7,7
JERUSALEM,5,5
Partizan,3,3
Belgrade,5,4
Yugoslavia,5,5
Kinder,3,3
Bologna,5,4
Italy,5,5
Stoke,1,3
UTAH,5,3
World,5,7
Series,7,8
Colin,1,1
Cameron,2,2
Hearts,3,3
SIALKOT,5,5
Pakistan,5,5
Grove,1,1
Betcher,1,1
National,3,3
Weather,4,4
Service,4,4
U.S.,5,5
Florence,1,1
Masnada,2,2
France,5,5
INDIANAPOLIS,5,5
Real,7,3
Betis,3,4
Electronic,7,3
Australia,5,5
Albright,1,1
NATO,3,3
SHEFFIELD,5,7
SHIELD,7,8
Calcutta,6,5
Africa,5,5
Diouf,2,1
Fernando,1,1
Redondo,2,2
Giovanni,1,1
Rashid,1,1
UK,5,5
William,1,1
Hill,2,2
Conservative,3,7
World,7,7
Cup,8,8
Tampa,5,3
Bay,6,4
LOS,5,3
ANGELES,6,4
Austria,5,5
Rapid,3,3
Vienna,4,4
Treasuries,7,7
Canada,4,5
British,4,7
Espanyol,3,3
Portugal,5,5
European,3,7
Marianne,1,1
Timmer,2,2
Netherlands,5,5
Milan,1,3
Des,1,1
Terblanche,2,2
Australia,5,5
West,5,5
ASIAN,5,7
CUP,7,8
Bernd,2,1
Bastia,5,3
VANCOUVER,5,3
SAN,5,5
ANTONIO,5,6
Renate,2,1
Casey,1,1
Fitzrandolph,2,2
US,5,5
Andrei,1,1
Ivanov,2,2
Russia,5,5
France,5,5
Italy,5,5
Newcastle,5,3
China,5,5
Moscow,5,3
Newsroom,3,4
Alexis,1,1
Blanc,2,2
France,5,5
SANTIAGO,1,1
Lebanese,7,7
Jewish,7,7
Kristian,1,1
Brenden,1,2
Norway,5,5
Elf,3,3
Phil,1,1
Gray,2,2
EPA,3,3
Caerphilly,5,3
Cardiff,5,3
World,3,7
Cup,3,8
BRUSSELS,5,5
Mansfield,5,3
Hungarian,7,7
Scunthorpe,5,3
Sevilla,5,3
Spain,5,5
St,5,6
Fe,5,6
NFL,3,3
DOT,3,3
Reuters,3,3
Cardiff,5,3
Gillingham,3,3
Washington,5,5
Palestinians,7,7
Communications,4,3
and,3,4
Transportation,4,4
Ministry,3,4
Hilde,1,1
Gerg,2,2
Germany,5,5
OAKLAND,5,5
N.J.,5,5
Shimazaki,1,1
Kyoko,2,2
Japan,5,5
Roger,1,1
Atwood,2,2
Spela,1,1
Bracun,2,2
Slovenia,5,5
Brian,1,1
Shimer,2,2
USA,5,3
World,7,7
Cup,8,8
Heidi,1,1
Zurbriggen,2,2
Switzerland,5,5
ATLANTA,5,3
NEW,5,5
ORLEANS,6,6
Antoine,2,1
South,5,3
Lebanon,6,4
Army,3,4
SLA,3,3
APPLETON,5,5
Wis,6,5
Andy,1,1
Capicik,2,2
Canada,5,5
Hermawan,1,1
Susanto,2,2
Indonesia,5,5
Soren,1,1
B.,2,2
Oleg,1,1
Shatskiku,2,2
JCPenney,3,7
Classic,4,8
Innisbrook,3,5
Hilton,4,6
Sevilla,5,3
Wallaby,1,3
Nick,1,1
Farr-Jones,2,2
Campese,1,1
England,5,5
