token,pred,true
GLASGOW,5,5
SEATTLE,5,3
CANBERRA,5,5
WASHINGTON,5,3
AC,7,3
Milan,5,4
Udinese,5,3
Hilde,1,1
Gerg,2,2
Germany,5,5
RTRS,3,3
Australian,5,7
John,1,1
Langmore,2,2
Katja,1,1
Seizinger,2,2
Germany,5,5
Russ,1,3
Berrie,2,4
TAMPA,5,3
BAY,6,4
VAIL,5,5
Colorado,5,5
DETROIT,5,3
Mr,1,1
Yen,2,2
Sakakibara,1,1
BOJ,1,3
Rosati,1,1
Singapore,5,5
NAIROBI,5,5
Rafael,1,1
Alkorta,2,2
Albert,1,1
Real,7,3
Sociedad,3,4
NY,5,3
RANGERS,3,4
TORONTO,5,5
MADRID,5,5
Pakistan,5,5
Madlen,1,1
Brigger-Summermatter,2,2
Switzerland,5,5
Reinhard,1,1
Schwarzenberger,2,2
Austria,5,5
LONDON,5,5
STEPHENVILLE,5,5
Newfoundland,5,5
Healy,1,2
P.,1,1
Reiffel,2,2
S.,2,1
Warne,1,2
J.,1,1
Gillespie,2,2
ATLANTIC,3,5
Hibernian,1,3
Barnet,5,3
Wycombe,5,3
NEW,7,3
ORLEANS,6,4
Fortuna,1,3
Dusseldorf,5,4
EuroLeague,3,7
Ireland,2,5
LONDON,5,5
BALKAN,5,5
NORTHERN,5,5
IRELAND,6,6
Saqr,1,1
Lahd,1,1
Israeli,7,7
Celta,3,3
Vigo,6,4
Belgian,7,7
NEW,7,5
YORK,5,6
Reuter,3,3
Radiometer,3,3
Wednesday,5,3
Czech,5,5
Nelson,2,1
Mandela,2,2
African,3,3
National,4,4
Congress,4,4
Dundee,2,3
United,3,4
Paolo,1,1
Di,2,2
Canio,2,2
Celtic,4,3
Marianne,1,1
Brechu,2,2
France,5,5
NHL,3,3
CANUCKS,3,3
BURE,1,1
Japan,6,5
Japan,6,5
GMT,8,7
Boutros-Ghali,1,1
Africans,7,7
Primoz,1,1
Peterka,2,2
Slovakia,5,5
Czech,5,3
Republic,6,4
I,1,4
Jiri,1,1
Dzmura,2,2
Pavel,1,1
Polomsky,2,2
Indonesia,5,5
Chile,5,5
Mexico,5,5
Finance,4,3
Eduardo,2,1
Aninat,1,2
Moscow,5,3
Newsroom,3,4
GOLDEN,5,3
STATE,5,4
PKK,3,3
Turkey,5,5
Iraq,5,5
Madlen,1,1
Brigger-Summermatter,2,2
Switzerland,5,5
Svetlana,1,1
Paramygina,2,2
Belorus,5,5
Hungary,5,5
Valencia,5,3
Telekomunikasi,3,4
Indonesia,3,4
Telkom,3,3
Minna,1,1
Karhu,2,2
Finland,5,5
Bury,5,3
Vancouver,5,5
PHOENIX,5,3
SACRAMENTO,5,5
Sunderland,5,3
Melville,1,1
Wimbledon,5,5
US,1,5
Reuters,2,3
Rui,1,1
Barros,2,2
Porto,3,3
Jose,1,1
Barroso,2,2
Porto,3,3
Luis,1,1
Figo,2,2
Barcelona,1,3
Paulo,5,1
Bento,6,2
Oviedo,1,3
Taira,1,2
Spain,6,5
Samuels,1,2
M.,1,1
Waugh,1,2
Gillespie,1,1
Hapoel,3,3
Tel,6,4
Aviv,6,4
Betar,3,3
Jerusalem,6,4
Wallaby,3,3
London,5,5
Francois,1,1
Michael,1,1
Philippe,1,1
Havel,1,1
Reuters,3,3
Partizan,1,3
Belgrade,5,4
Yugoslavia,5,5
