token,pred,true
DETROIT,5,3
Mr,1,1
Yen,2,2
Sakakibara,1,1
BOJ,3,3
Matsushita,1,1
Rosati,1,1
between,5,0
Warsaw,0,5
the,3,0
Vatican,0,5
Supple,0,1
said,1,0
Singapore,5,5
Global,7,0
Depository,8,0
Receipt,8,0
NAIROBI,5,5
1996-12-06,8,0
Rafael,1,1
Alkorta,2,2
Albert,1,1
Real,3,3
Sociedad,4,4
NY,5,3
RANGERS,4,4
TORONTO,5,5
MADRID,5,5
1996-12-06,8,0
Pakistan,5,5
Madlen,1,1
Brigger-Summermatter,2,2
Switzerland,5,5
Reinhard,1,1
Schwarzenberger,2,2
Austria,5,5
LONDON,5,5
1996-12-06,8,0
STEPHENVILLE,5,5
Newfoundland,5,5
I.,0,1
Healy,1,2
P.,1,1
Reiffel,2,2
S.,1,1
Warne,2,2
J.,1,1
Gillespie,0,2
ATLANTIC,7,5
DIVISION,8,0
Hibernian,3,3
Barnet,5,3
Wycombe,5,3
NEW,5,3
ORLEANS,6,4
Fortuna,5,3
Dusseldorf,6,4
EuroLeague,7,7
Charlton,1,1
Ireland,5,5
he,1,0
December,7,0
C,1,0
LONDON,5,5
SOCCER,7,0
BALKAN,5,5
STRIKE,8,0
FORCE,8,0
WIN,8,0
FIRM,3,0
GAME,8,0
REAL,7,3
government,3,0
May,7,0
SOCCER,7,0
NORTHERN,5,5
IRELAND,6,6
PREMIER,7,0
Saqr,1,1
Lahd,1,1
Israeli,7,7
Israel,0,5
and,5,0
Lebanon,0,5
Celta,3,3
Vigo,6,4
heroin,7,0
Belgian,7,7
francs,8,0
port,5,0
city,6,0
Antwerp,5,3
NEW,5,5
YORK,6,6
Reuter,1,3
Radiometer,1,3
Wednesday,0,3
fidelity,7,0
beers,7,0
Czech,7,5
beers,8,0
President,1,0
Nelson,2,1
Mandela,2,2
African,7,3
National,4,4
Congress,4,4
ANC,0,3
rural,5,0
of,5,0
Izingolweni,0,5
KwaZulu-Natal,0,5
Winters,1,1
Dundee,5,3
United,6,4
Paolo,1,1
Di,2,2
Canio,2,2
Celtic,3,3
Marianne,1,1
Brechu,2,2
France,5,5
NHL,7,3
ICE,8,0
HOCKEY,8,0
CANUCKS,3,3
BURE,1,1
Canola,7,0
west,5,0
Japan,6,5
east,5,0
Japan,6,5
GMT,7,7
Boutros-Ghali,1,1
Africans,7,7
Primoz,1,1
Peterka,2,2
Slovakia,5,5
Czech,7,3
Republic,6,4
I,0,4
Jiri,1,1
Dzmura,2,2
Pavel,1,1
Polomsky,2,2
Indonesia,5,5
Chile,5,5
Mexico,5,5
Finance,7,3
Eduardo,1,1
Aninat,2,2
Women,7,0
Moscow,5,3
Newsroom,4,4
GOLDEN,7,3
STATE,6,4
PKK,3,3
Turkey,5,5
Iraq,5,5
Madlen,1,1
Brigger-Summermatter,2,2
Switzerland,5,5
Svetlana,1,1
Paramygina,2,2
Belorus,7,5
Hungary,5,5
Valencia,5,3
PT,3,3
Telekomunikasi,4,4
Indonesia,4,4
Telkom,3,3
London,5,5
Minna,1,1
Karhu,2,2
Finland,5,5
Bury,5,3
Vancouver,5,5
PHOENIX,5,3
SACRAMENTO,5,5
Sunderland,5,3
Melville,1,1
Wimbledon,5,5
Ekoku,1,1
Holdsworth,1,1
foreign,7,0
trans-Atlantic,7,7
between,5,0
Europe,0,5
US,0,5
",",1,0
"""",2,0
Foreign,2,0
Josef,3,1
Zieleniec,0,2
Reuters,0,3
Rui,1,1
Barros,2,2
Porto,3,3
Jose,1,1
Barroso,2,2
Porto,3,3
Luis,1,1
Figo,2,2
Barcelona,3,3
Paulo,1,1
Bento,2,2
Oviedo,5,3
Spain,0,5
),1,0
",",2,0
Jose,0,1
Taira,5,2
Salamanca,0,3
",",1,0
Spain,2,5
in,7,0
CENTRAL,3,0
DIVISION,4,0
R.,0,1
Samuels,1,2
M.,1,1
Waugh,2,2
Gillespie,1,1
Hapoel,3,3
Tel,6,4
Aviv,6,4
Betar,3,3
Jerusalem,6,4
Wallaby,7,3
London,5,5
Saracens,3,3
up,1,0
Francois,0,1
Pienaar,1,2
Michael,1,1
Lynagh,0,2
Philippe,0,1
Sella,0,2
Havel,1,1
Reuters,3,3
Partizan,3,3
Belgrade,6,4
Yugoslavia,5,5
CHICAGO,5,3
Singapore,5,5
American,1,7
then-U.S.,0,7
Mickey,1,1
Kantor,2,2
WTO,3,3
Guenther,1,1
Huber,2,2
Antonio,1,1
Tartaglia,2,2
Italy,5,5
Americans,7,7
Timah,1,3
London,5,5
GMT,7,7
Picabo,1,1
Street,2,2
U.S.,5,5
premier,7,0
league,8,0
Saturday,5,0
West,5,5
Indies,6,6
Melbourne,5,5
Cricket,4,6
Ground,5,6
Courtney,1,1
Walsh,2,2
SAN,5,3
DIEGO,6,4
USA,5,3
I,0,4
Jim,1,1
Herberich,2,2
breakman,1,0
Garrett,2,1
Hines,0,2
Real,3,3
Betis,4,4
Warwara,1,1
Zelenskaja,2,2
Russia,5,5
Real,3,3
of,3,0
Barcelona,0,3
Supple,0,1
Singapore,5,5
AMERICAN,7,7
FOOTBALL,8,0
CONFERENCE,3,0
NY,5,3
ISLANDERS,2,4
Aung,1,1
San,2,2
Suu,2,2
Kyi,2,2
military,3,0
government,4,0
Saturday,7,0
Spanish,7,7
FRIDAY,7,0
DECEMBER,7,0
SOCCER,7,0
LEEDS,3,3
BOWYER,1,1
FAST-FOOD,7,0
FRACAS,8,0
Anita,1,1
Wachter,2,2
Austria,5,5
Japan,5,5
1,1,0
3,4,0
ROME,5,5
1996-12-06,8,0
Laurent,1,1
Blanc,2,2
East,5,3
Stirling,6,4
X-DENVER,5,7
JERUSALEM,5,5
Partizan,3,3
Belgrade,6,4
Yugoslavia,5,5
Kinder,3,3
Bologna,6,4
Italy,5,5
Stoke,5,3
UTAH,5,3
Scoreboard,7,0
World,7,7
Series,8,8
Dunfermline,5,3
Colin,1,1
Cameron,2,2
Hearts,3,3
Robert,1,1
SIALKOT,5,5
Pakistan,5,5
Grove,1,1
Betcher,1,1
National,3,3
Weather,4,4
Service,4,4
U.S.,5,5
futures,1,0
Florence,1,1
Masnada,2,2
France,5,5
INDIANAPOLIS,5,5
1996-12-06,8,0
Real,3,3
Betis,4,4
Electronic,7,3
Data,8,4
data,7,0
Australia,5,5
Albright,1,1
NATO,3,3
CRICKET,7,0
SHEFFIELD,5,7
SHIELD,8,8
my,1,0
to,5,0
Calcutta,0,5
Africa,5,5
Diouf,1,1
Maize,7,0
Dent,7,0
Soybeans,7,0
Fernando,1,1
Redondo,2,2
Giovanni,1,1
Rashid,1,1
be,5,0
Greece,0,5
UK,5,5
William,1,1
Hill,2,2
Conservative,7,7
Group,3,0
A,2,0
Saturday,7,0
World,7,7
Cup,4,8
Tampa,5,3
Bay,6,4
LOS,5,3
ANGELES,6,4
Austria,5,5
Rapid,3,3
Vienna,4,4
trade,7,0
he,1,0
Treasuries,0,7
Canada,5,5
British,7,7
Espanyol,3,3
government,3,0
Portugal,5,5
European,7,7
Ukraine,5,5
Germany,5,5
Marianne,1,1
Timmer,2,2
Netherlands,5,5
Milan,5,3
Des,1,1
Terblanche,2,2
Australia,5,5
overhauled,3,0
West,4,5
Indies,0,6
SOCCER,7,0
ASIAN,7,7
CUP,8,8
said,1,0
Bernd,2,1
Zobel,0,2
",",7,0
Canadian,0,7
men,7,0
Bastia,5,3
Nice,5,3
September,7,0
VANCOUVER,5,3
SAN,5,5
ANTONIO,6,6
Renate,1,1
Goetschl,2,2
Casey,1,1
Fitzrandolph,2,2
US,5,5
),6,0
4-2,7,0
50-1,2,0
4-2,7,0
80-1,2,0
Andrei,1,1
Ivanov,2,2
Russia,5,5
France,5,5
Italy,5,5
Newcastle,5,3
soybeans,7,0
USG,4,0
China,5,5
GeePee,3,0
Moscow,5,3
Newsroom,4,4
Alexis,1,1
Blanc,2,2
France,5,5
SANTIAGO,5,1
Lahd,5,1
said,2,0
February,7,0
Lebanese,7,7
Jewish,7,7
state,6,0
Kristian,1,1
Brenden,2,2
Norway,5,5
Mediterranean,5,0
Elf,3,3
Phil,1,1
Gray,2,2
EPA,3,3
Caerphilly,5,3
Cardiff,5,3
World,7,7
Cup,8,8
BRUSSELS,5,5
Mansfield,5,3
Hungarian,7,7
security,7,0
Scunthorpe,5,3
Sevilla,5,3
Spain,5,5
Wall,5,5
St,6,6
Santa,5,5
Fe,6,6
NFL,3,3
AMERICAN,8,0
FOOTBALL-THURSDAY,8,0
DOT,3,3
Reuters,3,3
air,7,0
liberalisation,7,0
Cardiff,5,3
Gillingham,5,3
Washington,5,5
September,7,0
Palestinians,7,7
Israelis,7,7
GMT,0,7
Communications,3,3
and,4,4
Transportation,4,4
Ministry,4,4
Hilde,1,1
Gerg,2,2
Germany,5,5
OAKLAND,5,5
N.J.,5,5
Shimazaki,1,1
Kyoko,2,2
Japan,5,5
Roger,1,1
Atwood,2,2
Santiago,5,5
Spela,1,1
Bracun,2,2
Slovenia,5,5
Brian,1,1
Shimer,2,2
USA,3,3
III,4,4
World,7,7
Cup,8,8
bobsleigh,7,0
Heidi,1,1
Zurbriggen,2,2
Switzerland,5,5
ATLANTA,5,3
NEW,5,5
ORLEANS,6,6
Three,1,0
General,1,0
Antoine,2,1
Lahd,2,2
South,5,3
Lebanon,6,4
Army,3,4
SLA,3,3
with,5,0
Israel,0,5
which,5,0
Lebanon,0,5
APPLETON,5,5
Wis,5,5
Halftime,7,0
Andy,1,1
Capicik,2,2
Canada,5,5
Hermawan,1,1
Susanto,2,2
Indonesia,5,5
Soren,1,1
B.,0,2
Nielsen,1,2
Denmark,5,5
Oleg,1,1
Shatskiku,2,2
Saturday,7,0
JCPenney,3,7
Classic,8,8
Innisbrook,5,5
Hilton,4,6
Resort,0,6
Sevilla,5,3
Wallaby,1,3
Nick,1,1
Farr-Jones,2,2
Campese,1,1
England,5,5
Bombings,7,0
criminals,1,0
