token,pred,true
GLASGOW,5,5
SEATTLE,5,3
CANBERRA,5,5
TASR,3,3
WASHINGTON,5,3
Laurie,1,1
Brereton,2,2
AC,3,3
Milan,4,4
Udinese,3,3
Hilde,1,1
Gerg,2,2
Germany,5,5
RTRS,0,3
Australian,7,7
John,1,1
Langmore,2,2
Katja,1,1
Seizinger,2,2
Germany,5,5
Russ,3,3
Berrie,4,4
USDA,3,3
TAMPA,5,3
BAY,6,4
VAIL,5,5
Colorado,5,5
DETROIT,5,3
Mr,1,1
Yen,2,2
Sakakibara,1,1
BOJ,3,3
Matsushita,1,1
Rosati,1,1
Warsaw,5,5
Vatican,5,5
Supple,1,1
Singapore,5,5
NAIROBI,5,5
Rafael,1,1
Alkorta,2,2
Albert,1,1
Real,3,3
Sociedad,4,4
NY,3,3
RANGERS,4,4
TORONTO,5,5
MADRID,5,5
Pakistan,5,5
Madlen,1,1
Brigger-Summermatter,2,2
Switzerland,5,5
Reinhard,1,1
Schwarzenberger,2,2
Austria,5,5
LONDON,5,5
STEPHENVILLE,5,5
Newfoundland,5,5
I.,1,1
Healy,2,2
P.,1,1
Reiffel,2,2
S.,1,1
Warne,2,2
J.,1,1
Gillespie,2,2
ATLANTIC,0,5
Hibernian,3,3
Barnet,3,3
Wycombe,3,3
NEW,5,3
ORLEANS,6,4
Fortuna,3,3
Dusseldorf,4,4
EuroLeague,7,7
Charlton,1,1
Ireland,5,5
LONDON,5,5
SOCCER,7,0
BALKAN,3,5
STRIKE,4,0
FORCE,4,0
OLD,7,0
FIRM,8,0
GAME,8,0
REAL,0,3
SOCCER,7,0
NORTHERN,3,5
IRELAND,4,6
PREMIER,4,0
DIVISION,4,0
Saqr,1,1
Lahd,1,1
Israeli,7,7
Israel,5,5
Lebanon,5,5
Celta,3,3
Vigo,4,4
Belgian,7,7
Antwerp,5,3
NEW,5,5
YORK,6,6
Reuter,3,3
Radiometer,3,3
Wednesday,0,3
Czech,7,5
President,1,0
Nelson,2,1
Mandela,2,2
African,3,3
National,4,4
Congress,4,4
ANC,3,3
Izingolweni,5,5
KwaZulu-Natal,5,5
Winters,1,1
Dundee,3,3
United,4,4
Paolo,1,1
Di,2,2
Canio,2,2
Celtic,3,3
Marianne,1,1
Brechu,2,2
France,5,5
NHL,3,3
CANUCKS,3,3
BURE,1,1
west,5,0
Japan,6,5
east,5,0
Japan,6,5
GMT,0,7
Boutros-Ghali,1,1
Africans,7,7
Primoz,1,1
Peterka,2,2
Slovakia,5,5
Czech,5,3
Republic,6,4
I,0,4
Jiri,1,1
Dzmura,2,2
Pavel,1,1
Polomsky,2,2
Indonesia,5,5
Chile,5,5
Mexico,5,5
Finance,0,3
Eduardo,1,1
Aninat,2,2
Moscow,5,3
Newsroom,0,4
GOLDEN,0,3
STATE,1,4
12,5,0
.333,6,0
PKK,3,3
Turkey,5,5
Iraq,5,5
Madlen,1,1
Brigger-Summermatter,2,2
Switzerland,5,5
Svetlana,1,1
Paramygina,2,2
Belorus,5,5
Hungary,5,5
Valencia,3,3
PT,3,3
Telekomunikasi,4,4
Indonesia,4,4
Telkom,3,3
London,5,5
Minna,1,1
Karhu,2,2
Finland,5,5
Bury,0,3
Vancouver,5,5
PHOENIX,5,3
SACRAMENTO,5,5
Sunderland,3,3
Melville,1,1
Wimbledon,3,5
Ekoku,1,1
Holdsworth,1,1
trans-Atlantic,0,7
Europe,5,5
US,5,5
Josef,1,1
Zieleniec,2,2
Reuters,3,3
Rui,1,1
Barros,2,2
Porto,3,3
Jose,1,1
Barroso,2,2
Porto,3,3
Luis,1,1
Figo,2,2
Barcelona,3,3
Paulo,1,1
Bento,2,2
Oviedo,5,3
Spain,5,5
Jose,1,1
Taira,2,2
Salamanca,5,3
Spain,5,5
R.,1,1
Samuels,2,2
M.,1,1
Waugh,2,2
Gillespie,1,1
Hapoel,3,3
Tel,6,4
Aviv,6,4
Betar,3,3
Jerusalem,6,4
goals,1,0
points,5,0
),6,0
Wallaby,3,3
London,5,5
Saracens,3,3
Francois,1,1
Pienaar,2,2
Michael,1,1
Lynagh,2,2
Philippe,1,1
Sella,2,2
Havel,1,1
Reuters,3,3
Partizan,3,3
Belgrade,6,4
Yugoslavia,5,5
CHICAGO,5,3
Singapore,5,5
American,7,7
then-U.S.,0,7
Mickey,1,1
Kantor,2,2
WTO,3,3
Guenther,1,1
Huber,2,2
Antonio,1,1
Tartaglia,2,2
Italy,5,5
Americans,7,7
Timah,0,3
London,5,5
GMT,0,7
Picabo,1,1
Street,2,2
U.S.,5,5
premier,7,0
league,8,0
West,3,5
Indies,4,6
Melbourne,5,5
Cricket,6,6
Ground,6,6
Courtney,1,1
Walsh,2,2
SAN,5,3
DIEGO,6,4
USA,5,3
I,0,4
Jim,1,1
Herberich,2,2
Garrett,1,1
Hines,2,2
Real,3,3
Betis,4,4
Warwara,1,1
Zelenskaja,2,2
Russia,5,5
Real,3,3
Barcelona,3,3
Supple,1,1
Singapore,5,5
AMERICAN,3,7
FOOTBALL,4,0
CONFERENCE,4,0
NY,3,3
ISLANDERS,4,4
Aung,1,1
San,2,2
Suu,2,2
Kyi,2,2
of,1,0
's,5,0
only,6,0
Spanish,0,7
LEEDS,3,3
BOWYER,1,1
Anita,1,1
Wachter,2,2
Austria,5,5
Japan,5,5
ROME,5,5
Laurent,1,1
Blanc,2,2
East,3,3
Stirling,4,4
X-DENVER,0,7
12,1,0
0,5,0
351,6,0
JERUSALEM,5,5
Partizan,3,3
Belgrade,6,4
Yugoslavia,5,5
Kinder,3,3
Bologna,6,4
Italy,5,5
Stoke,3,3
UTAH,5,3
World,7,7
Series,8,8
Dunfermline,3,3
Colin,1,1
Cameron,2,2
Hearts,3,3
Robert,1,1
SIALKOT,5,5
Pakistan,5,5
Grove,1,1
Betcher,1,1
National,3,3
Weather,4,4
Service,4,4
U.S.,5,5
Florence,1,1
Masnada,2,2
France,5,5
INDIANAPOLIS,5,5
Real,3,3
Betis,4,4
Electronic,0,3
Data,0,4
Australia,5,5
Albright,1,1
NATO,3,3
-,1,0
SHEFFIELD,0,7
SHIELD,5,8
SCORE,6,0
Calcutta,5,5
Africa,5,5
Diouf,1,1
Fernando,1,1
Redondo,2,2
Giovanni,1,1
Rashid,1,1
Greece,5,5
UK,5,5
William,3,1
Hill,4,2
Conservative,3,7
World,7,7
Cup,8,8
Tampa,0,3
Bay,1,4
LOS,5,3
ANGELES,6,4
Austria,5,5
Rapid,3,3
Vienna,4,4
Treasuries,7,7
Canada,5,5
British,7,7
gilts,8,0
Espanyol,3,3
Portugal,5,5
European,0,7
Ukraine,5,5
Germany,5,5
Marianne,1,1
Timmer,2,2
Netherlands,5,5
Milan,5,3
Des,1,1
Terblanche,0,2
65,5,0
67,6,0
Australia,5,5
West,5,5
Indies,6,6
-,1,0
ASIAN,0,7
CUP,5,8
RESULTS,6,0
Bernd,1,1
Zobel,2,2
Canadian,7,7
Bastia,3,3
Nice,5,3
VANCOUVER,5,3
SAN,5,5
ANTONIO,6,6
Renate,1,1
Goetschl,2,2
Casey,1,1
Fitzrandolph,2,2
US,7,5
