token,pred,true
emergency,7,0
situation,8,0
police,3,0
spokesman,2,0
.,5,0
Major,0,7
League,0,8
BOLSWESSANEN,7,3
Oppenheimer,1,3
Capital,4,4
LP,4,4
Arkansas,5,5
churches,7,0
30,7,0
the,5,0
WASHINGTON,5,5
Forfar,5,3
Inverness,5,3
Dutch,0,7
Ajax,3,3
Amsterdam,6,4
2-0,7,0
Heerenveen,3,3
CHICAGO,5,5
Dawn,1,1
Bowles,2,2
U.S.,5,5
WASHINGTON,5,5
leadership,3,0
Garang,1,1
the,3,0
with,1,0
international,5,0
German,8,7
airports,5,0
January-July,8,0
1996,8,0
1994,7,0
he,2,0
thief,1,0
Essendon,3,3
21,8,0
13,8,0
1,8,0
7,8,0
2130,8,0
1947,8,0
109.4,8,0
54,8,0
overs,7,0
maidens,7,0
runs,7,0
wickets,7,0
Malta,5,5
over-charging,7,0
Dollar,7,0
Aston,5,3
Villa,6,4
impoverished,5,0
Albania,0,5
Olivier,1,1
Panis,2,2
France,5,5
BOMBAY,5,5
RUGBY,3,3
UNION,4,4
MULDER,1,1
association,3,0
European,5,3
Union,4,4
Central,5,3
European,6,4
Free,0,4
Trade,0,4
Area,5,4
Hungary,5,5
Slovakia,5,5
the,7,0
Czech,0,5
Republic,0,6
BALTIMORE,5,3
California,5,3
15,7,0
Liam,1,1
includes,1,0
his,2,0
Noel,0,1
CBOE,3,3
MFS,3,3
options,8,0
Promodes,3,3
German,7,7
Palestinians,1,7
Jerusalem,5,5
