token,pred,true
Moscow,5,3
Newsroom,4,4
GOLDEN,7,3
STATE,8,4
PKK,3,3
Turkey,5,5
Iraq,5,5
7.,7,0
Madlen,2,1
Brigger-Summermatter,2,2
Switzerland,5,5
Svetlana,1,1
Paramygina,2,2
Belorus,5,5
Hungary,5,5
Valencia,5,3
PT,7,3
Telekomunikasi,4,4
Indonesia,5,4
Telkom,3,3
London,5,5
Minna,1,1
Karhu,2,2
Finland,5,5
Bury,5,3
Vancouver,5,5
PHOENIX,5,3
SACRAMENTO,5,5
Sunderland,5,3
Melville,1,1
Wimbledon,5,5
Ekoku,1,1
",",1,0
Holdsworth,0,1
foreign,7,0
policy,8,0
trans-Atlantic,7,7
between,5,0
Europe,0,5
US,1,5
"""",1,0
Josef,3,1
Zieleniec,0,2
Reuters,0,3
government,3,0
Rui,1,1
Barros,2,2
Porto,3,3
Jose,1,1
Barroso,2,2
Porto,3,3
Luis,1,1
Figo,2,2
Barcelona,3,3
Paulo,1,1
Bento,2,2
Oviedo,3,3
Spain,5,5
Jose,1,1
Taira,2,2
Salamanca,3,3
Spain,5,5
:,5,0
in,7,0
at,7,0
then,7,0
CENTRAL,3,0
DIVISION,4,0
R.,0,1
Samuels,1,2
M.,1,1
Waugh,2,2
Gillespie,1,1
Hapoel,3,3
Tel,6,4
Aviv,6,4
Betar,3,3
Jerusalem,6,4
Wallaby,7,3
London,5,5
Saracens,3,3
Francois,1,1
Pienaar,0,2
",",1,0
Michael,0,1
Lynagh,1,2
Philippe,0,1
Sella,0,2
her,1,0
Havel,1,1
Reuters,3,3
Partizan,3,3
Belgrade,6,4
Yugoslavia,5,5
CHICAGO,5,3
Singapore,5,5
caning,7,0
American,1,7
then-U.S.,1,7
Trade,4,0
Representative,1,0
Mickey,2,1
Kantor,2,2
where,5,0
WTO,0,3
Guenther,1,1
Huber,2,2
Antonio,1,1
Tartaglia,2,2
Italy,5,5
Americans,3,7
Timah,1,3
in,5,0
London,0,5
GMT,0,7
Picabo,1,1
Street,2,2
U.S.,5,5
premier,7,0
league,4,0
Saturday,5,0
West,5,5
Indies,6,6
Melbourne,5,5
Cricket,8,6
Ground,5,6
Courtney,1,1
Walsh,2,2
Extras,7,0
lb-8,7,0
nb-2,8,0
w-14,8,0
SAN,5,3
DIEGO,6,4
They,1,0
USA,5,3
I,2,4
Jim,1,1
Herberich,2,2
Garrett,1,1
Hines,2,2
Real,7,3
Betis,4,4
7.,7,0
Warwara,2,1
Zelenskaja,2,2
Russia,5,5
Real,3,3
Barcelona,3,3
Supple,0,1
Singapore,5,5
trade,5,0
AMERICAN,7,7
FOOTBALL,8,0
CONFERENCE,3,0
NY,5,3
ISLANDERS,4,4
Aung,1,1
San,2,2
Suu,2,2
Kyi,2,2
military,3,0
government,4,0
Spanish,7,7
FRIDAY,7,0
DECEMBER,7,0
SOCCER,7,0
LEEDS,5,3
BOWYER,1,1
FAST-FOOD,7,0
FRACAS,8,0
Anita,1,1
Wachter,2,2
Austria,5,5
Japan,5,5
ROME,5,5
1996-12-06,8,0
Laurent,1,1
Blanc,2,2
East,5,3
Stirling,6,4
X-DENVER,7,7
12,6,0
JERUSALEM,5,5
1996-12-06,8,0
Partizan,3,3
Belgrade,6,4
Yugoslavia,5,5
Kinder,7,3
Bologna,6,4
Italy,5,5
(,7,0
Stoke,5,3
UTAH,5,3
Scoreboard,7,0
World,5,7
Series,8,8
Dunfermline,5,3
Colin,1,1
Cameron,2,2
Hearts,3,3
Robert,1,1
SIALKOT,5,5
Pakistan,5,5
Grove,1,1
Betcher,1,1
National,3,3
Weather,4,4
Service,4,4
U.S.,5,5
one,7,0
futures,2,0
Florence,1,1
Masnada,2,2
France,5,5
INDIANAPOLIS,5,5
1996-12-06,8,0
Real,7,3
Betis,4,4
Electronic,7,3
Data,0,4
flight,5,0
Australia,5,5
Albright,1,1
),2,0
NATO,3,3
enlargement,8,0
CRICKET,7,0
SHEFFIELD,5,7
SHIELD,8,8
here,5,0
when,1,0
to,5,0
Calcutta,0,5
where,1,0
Africa,5,5
"""",1,0
Diouf,0,1
Maize,7,0
),7,0
Soybeans,7,0
Fernando,1,1
Redondo,2,2
Giovanni,1,1
Rashid,1,1
but,1,0
Greece,0,5
.,5,0
UK,5,5
bookmakers,4,0
William,1,1
Hill,2,2
Conservative,3,7
Group,3,0
A,4,0
World,7,7
Cup,8,8
Tampa,5,3
Bay,6,4
LOS,5,3
ANGELES,6,4
Austria,5,5
team,3,0
Rapid,3,3
Vienna,6,4
pub,7,0
he,1,0
Treasuries,7,7
Canada,5,5
British,7,7
Espanyol,3,3
government,3,0
property,7,0
Portugal,5,5
European,7,7
Ukraine,5,5
Germany,5,5
Marianne,1,1
Timmer,2,2
Netherlands,5,5
Milan,5,3
Des,1,1
Terblanche,2,2
Australia,5,5
overhauled,3,0
West,6,5
Indies,0,6
SOCCER,7,0
ASIAN,7,7
CUP,8,8
said,1,0
Bernd,2,1
Zobel,0,2
",",5,0
Canadian,0,7
Bastia,5,3
Nice,0,3
one,1,0
trader,2,0
company,3,0
switch,7,0
September,5,0
VANCOUVER,5,3
SAN,5,5
ANTONIO,6,6
Renate,1,1
Goetschl,2,2
territories,7,0
he,1,0
Casey,1,1
Fitzrandolph,2,2
US,5,5
4-2,7,0
50-1,8,0
4-2,8,0
80-1,8,0
Andrei,1,1
Ivanov,2,2
Russia,5,5
France,5,5
Italy,5,5
Newcastle,5,3
soybeans,7,0
USG,4,0
China,5,5
GeePee,3,0
I,1,0
fair,7,0
use,8,0
Moscow,5,3
Newsroom,4,4
Alexis,1,1
Blanc,2,2
France,5,5
SANTIAGO,5,1
1996-12-05,8,0
Lahd,5,1
said,2,0
Lebanese,7,7
authorities,4,0
Jewish,7,7
state,6,0
Kristian,1,1
Brenden,2,2
Norway,5,5
Mediterranean,5,0
oil,8,0
products,8,0
Elf,3,3
70,7,0
Phil,1,1
Gray,2,2
EPA,3,3
GDP,7,0
Caerphilly,5,3
Cardiff,5,3
World,7,7
Cup,8,8
BRUSSELS,5,5
1996-12-06,8,0
Mansfield,5,3
Hungarian,5,7
December,5,0
social,7,0
security,8,0
contribution,8,0
Scunthorpe,5,3
Sevilla,5,3
Spain,5,5
Wall,5,5
St,6,6
Santa,1,5
Fe,6,6
NFL,3,3
AMERICAN,8,0
FOOTBALL-THURSDAY,8,0
DOT,3,3
Reuters,3,3
air,7,0
service,8,0
agreement,8,0
liberalisation,7,0
Cardiff,5,3
Gillingham,5,3
They,1,0
Washington,5,5
clashes,7,0
September,7,0
Palestinians,7,7
Israelis,7,7
GMT,0,7
Communications,3,3
and,4,4
Transportation,4,4
Ministry,4,4
Hilde,1,1
Gerg,2,2
Germany,5,5
OAKLAND,5,5
N.J.,5,5
Shimazaki,1,1
Kyoko,2,2
Japan,5,5
Roger,1,1
Atwood,2,2
Santiago,5,5
+56-2-699-5595,7,0
Spela,1,1
Bracun,2,2
Slovenia,5,5
Brian,1,1
Shimer,2,2
USA,5,3
III,0,4
World,7,7
Cup,8,8
bobsleigh,7,0
Heidi,1,1
Zurbriggen,2,2
Switzerland,5,5
ATLANTA,5,3
AT,6,0
NEW,6,5
ORLEANS,6,6
Division,7,0
Three,8,0
General,1,0
Antoine,2,1
Lahd,2,2
South,5,3
Lebanon,6,4
Army,3,4
SLA,3,3
with,5,0
Israel,0,5
which,5,0
Lebanon,0,5
Division,7,0
APPLETON,5,5
Wis,5,5
Halftime,7,0
Andy,1,1
Capicik,2,2
Canada,5,5
Hermawan,1,1
Susanto,2,2
Indonesia,5,5
Soren,1,1
B.,0,2
Nielsen,1,2
Denmark,5,5
Oleg,1,1
Shatskiku,2,2
JCPenney,3,7
Classic,8,8
Innisbrook,5,5
Hilton,4,6
Resort,0,6
Sevilla,5,3
Wallaby,0,3
Nick,1,1
Farr-Jones,2,2
Campese,1,1
England,5,5
Bombings,7,0
criminals,1,0
