token,pred,true
includes,1,0
Noel,0,1
CBOE,3,3
MFS,3,3
Promodes,3,3
German,7,7
Palestinians,1,7
Jerusalem,5,5
West,7,5
America,5,3
Online,4,4
AOL,3,3
Bertelsmann,3,3
AG,0,4
on,3,0
AOL,0,3
in,5,0
Europe,0,5
a,3,0
Bertelsmann,0,3
William,1,1
Tanui,2,2
Kenya,5,5
Bosnia,5,5
September,5,0
separate,7,0
Moslem-Croat,0,7
Serb,0,7
House,0,3
of,0,4
Representatives,0,4
Dresden,5,5
Airbus,3,7
310,0,8
Flight,7,7
150,0,8
Khartoum,5,5
Jordanian,16,7
Amman,5,5
GMT,0,7
EU,3,3
Juha,1,1
Kankkunen,2,2
Finland,5,5
Toyota,3,7
Celica,8,8
Nancy,1,3
Paris,5,3
St,6,4
Germain,6,4
Canada,5,5
Jacques,1,1
Villeneuve,2,2
Williams,3,3
Beirut,5,5
Karen,1,1
Pierog,2,2
Boeing,3,3
Co,4,4
747s,7,0
Redmond,5,1
Wash.-based,5,7
company,4,0
product,7,0
Times,5,3
of,0,4
London,5,4
New,0,5
York,5,6
's,6,0
Empire,0,5
State,0,6
in,7,0
Windows,0,7
Siauliai,5,5
Kareda,1,3
Siauliai,6,4
Lithuania,5,5
Sion,1,3
Haarlem,5,5
Almere,5,5
Gyaicain,1,1
Nepal,5,5
Tibet,5,5
tourism,7,0
WesBanco,3,3
Bank,4,4
Fairmont,5,5
Fairmont,5,5
TORONTO,5,5
1996-08-21,8,0
Hans-Otto,1,1
Sieg,2,2
German,7,7
court,6,0
United,5,5
States,6,6
Guinea,5,5
West,5,7
African,6,8
Hong,5,7
Kong,6,8
Open,7,8
Major,0,7
League,3,8
Daniel,1,1
Komen,2,2
Kenya,5,5
Wimbledon,5,7
Australia,5,5
Davis,7,7
Cup,8,8
Tony,1,1
Roche,2,2
Split,5,5
SINGAPORE,5,5
Pinas,1,1
Jungle,3,3
Command,4,4
Pinas,1,1
Brunswijk,1,1
.,7,0
High,0,5
Plains,0,6
Dust,7,7
Bowl,8,8
Puglisi,1,1
",",6,0
a,3,0
The,0,3
New,3,4
York,4,4
Times,4,4
MFS,3,3
Soviet-style,7,7
Nottinghamshire,5,3
Zurich,5,3
Editorial,4,4
Thome,1,0
Felipe,1,1
Lira,2,2
Shigeki,1,1
Maruyama,2,2
Japan,5,5
",",1,0
Anders,2,1
Forsbrand,0,2
HOUSTON,5,3
Sierra,0,3
MONTREAL,5,3
Clinton,1,1
administration,4,0
said,1,0
Chris,2,1
Widness,0,2
economist,3,0
at,4,0
Chase,4,3
Securities,0,4
Inc.,0,4
"""",1,0
Rubin,0,1
U.S.,0,5
.,7,0
London,5,3
January,7,0
May,7,0
Turkey,5,5
Kurd,7,7
rebels,8,0
KATHMANDU,5,5
Hidemichi,1,1
Tanaka,2,2
Japan,5,5
",",1,0
Steve,2,1
Jones,0,2
Yeltsin,1,1
Moscow,5,5
Africa,5,5
United,5,5
States,0,6
and,5,0
Europe,0,5
the,1,0
Owens,0,1
NEW,5,5
YORK,6,6
First,0,3
Union,3,4
National,4,4
Bank,4,4
of,0,4
Fla.,5,4
Bill,1,1
Clinton,2,2
Democratic,3,7
Carlton,1,3
96,5,0
Footscray,5,3
Palestinian,7,3
Information,0,4
Ministry,3,4
Mutawakel,1,1
Taha,2,2
Palestinian,7,3
Authority,4,4
Lotte,3,1
OB,3,3
Europe,5,5
LITTLE,5,5
ROCK,6,6
Ark,5,5
Marseille,5,3
Greek,7,7
party,3,0
Prime,1,0
Minister,2,0
Costas,2,1
Simitis,2,2
Costas,1,1
Skandalidis,2,2
Khmer,7,3
Rouge,8,4
Ieng,1,1
Sary,2,2
Pol,1,1
Pot,2,2
MADRID,5,5
1996-08-24,8,0
Somerset,5,3
M.,1,1
Lathwell,2,2
Anti-Bhutto,7,7
Karachi,5,5
Kilmarnock,5,3
Celtic,3,3
team,3,0
organisation,3,0
campaign,7,0
Croatia,5,5
Yugoslavia,5,5
American,7,7
League,4,8
Open,7,7
French,7,7
Open,8,8
Yvegeny,1,1
Kafelnikov,2,2
his,3,0
ATP,0,3
returned,5,0
Russia,0,5
Reuters,3,3
Ottawa,6,4
Burea,0,4
Kornblum,1,1
Organisation,3,3
for,0,4
Security,3,4
and,0,4
Cooperation,3,4
in,0,4
Europe,3,4
OSCE,3,3
Richard,1,1
Kosgei,2,2
Kenya,5,5
British,7,7
Masters,8,8
M.,1,1
Alleyne,2,2
Martin,1,1
Damm,2,2
Czech,7,5
Republic,6,6
Hernan,1,1
Gumy,2,2
Argentina,7,5
),6,0
Andrei,1,1
Medvedev,2,2
Ukraine,5,5
Jean-Philippe,1,1
Fleurian,2,2
France,5,5
Club,3,0
Gilbert,1,1
Facchinetti,2,2
club,3,0
BEIJING,5,5
1996-08-27,8,0
Topolcany,5,5
Slovakia,5,5
that,1,0
Mark,2,1
Dutroux,0,2
Gajdos,0,1
Louis,1,1
Booy,2,2
Vanderbijlpark,5,5
Johannesburg,5,5
CRICKET,7,0
ENGLAND,5,5
PAKISTAN,5,5
Mark,1,1
Philippoussis,2,2
Australia,5,5
),6,0
Bohdan,1,1
Ulihrach,2,2
Czech,5,5
hijacking,7,0
pilot,1,0
WINNIPEG,5,5
man,1,0
Italian,5,7
city,6,0
Rupam,1,1
Banerjee,2,2
I.,0,1
Salisbury,1,2
Inzamam-ul-Haq,1,1
Wasim,1,1
Akram,2,2
Lancashire,5,3
Schoenefeld,5,5
Shimon,1,1
Peres,2,2
Morocco,5,5
Helsinki,5,3
Newsroom,4,4
SOCCER,7,0
ENGLISH,7,7
Mypa-47,7,3
ITALIAN,7,7
CABINET,4,0
TELEVISION,7,0
DECREE,8,0
RACING,7,0
PIVOTAL,0,1
TRAINER,1,0
PRESCOTT,2,1
FRANKFURT,5,5
1996-08-23,8,0
Luehrs,1,1
State,5,0
CO,5,5
Chelsea,3,1
Clinton,1,1
Adrian,1,1
Voinea,2,2
Romania,5,5
),6,0
Thomas,1,1
Johansson,2,2
Sweden,5,5
),6,0
he,1,0
Australian,5,7
Geoff,1,1
Marsh,2,2
Monrovia,5,5
SPLA,3,3
Khartoum,5,5
south,5,0
Christian,7,7
animist,7,0
Moslem,7,7
Arabised,7,5
north,0,6
Austrian,7,7
Barbara,2,1
Paulus,2,2
Yi,1,1
Jing-Qian,2,2
China,5,5
',7,0
Independence,2,7
Day,2,8
News,0,3
Corp,0,4
"""",1,0
Chinese,7,7
United,5,5
States,6,6
support,7,0
Tibetan,0,7
Muster,1,1
Airdrieonians,3,3
East,5,3
Fife,6,4
