token,pred,true
United,6,5
States,6,6
Cuba,5,5
Cuban,5,7
U.S.,5,5
Iliescu,1,1
Medvedev,1,1
Australian,5,7
Bob,1,1
Brett,2,2
SIMEX,7,7
Nikkei,8,8
eastern,5,0
Spanish,6,7
Bunol,0,5
California,5,3
NEW,0,3
YORK,5,4
Southern,0,3
New,5,4
England,6,4
Ethiopia,5,5
Addis,5,5
Ababa,6,6
Uganda,5,5
Ousmane,1,1
Kaba,2,2
capital,5,0
Goias,5,3
GREEK,7,7
SOCIALISTS,4,0
GREEN,7,0
LIGHT,8,0
ELECTIONS,7,0
Anders,1,1
Forsbrand,2,2
Sweden,5,5
),6,0
5,5,0
June,5,0
--,5,0
U.S.,6,3
Municipal,0,4
Desk,0,4
Doetinchem-Doetinchem,5,7
time,6,0
BEIJING,5,5
Canada,5,5
Chinese,1,7
dissidents,2,0
Hong,5,5
Kong,6,6
British,1,7
China,5,5
the,5,0
Vancouver,0,3
Sun,0,4
European,0,7
Marseille,5,3
French,0,7
Auxerre,5,3
Norway,5,5
",",1,0
Stephen,2,1
McAllister,0,2
",",1,0
Neal,2,1
Briggs,0,2
National,3,3
Bank,4,4
Eastern,3,3
Cables,4,4
and,3,0
Apex,4,3
Tannery,0,4
ENGLAND,5,5
PAKISTAN,5,5
French,5,7
31,5,0
",",6,0
Wimbledon,5,3
Johansson,1,1
Ernesto,1,1
Samper,2,2
Colombia,5,5
Jordan,1,5
Iraqi,5,7
Mother,0,1
Teresa,1,2
was,2,0
Agnes,1,1
Goinxha,2,2
Bejaxhiu,2,2
Albanian,7,7
Skopje,5,5
Serbia,5,5
Sun,0,3
Co,1,4
to,4,0
Pakistan,5,5
Bonnet,1,1
Kwazulu-Natal,5,5
provincial,6,0
from,1,0
Englishman,2,7
Gavin,0,1
Featherstone,0,2
took,5,0
South,6,5
Africa,0,6
Olympic,0,7
Games,0,8
in,5,0
Atlanta,0,5
Cheung,0,1
was,1,0
George,1,1
Duffield,2,2
Eveningperformance,7,1
by,1,0
Henry,2,1
Candy,0,2
Chris,1,1
Rutter,2,2
John,1,1
Cook,2,2
Bancomext,3,3
Mexico,5,5
Jackie,1,1
Frank,2,2
Israeli,5,7
Islamic,7,7
Hamas,3,3
Sheikh,1,0
Ahmed,2,1
Yassin,2,2
-,5,0
Gabriela,2,1
Sabatini,2,2
Argentina,5,5
Asa,1,1
Carlsson,2,2
Sweden,5,5
doctors,1,0
the,7,0
Red,8,3
Cross,0,4
Hanson,1,1
Fortuna,7,3
Duesseldorf,6,4
1860,0,3
Munich,5,4
CLEVELAND,5,3
DETROIT,5,5
one,1,0
Parisians,1,7
Brazil,5,5
Leonardo,1,1
Panama,5,5
's,2,0
Julio,2,1
Cesar,2,2
Dely,0,2
Valdes,0,2
Argentine,5,7
Iwan,1,1
Cesar,2,2
Gabrich,2,2
Dutch,5,7
champions,6,0
Ajax,6,3
Amsterdam,6,4
Olivier,1,1
Panis,2,2
France,5,5
),4,0
Ligier,0,3
Mario,1,1
Basler,2,2
Marco,1,1
Bode,2,2
Dieter,1,1
Eilts,2,2
Steffen,1,1
Freund,2,2
Thomas,1,1
Haessler,2,2
Andreas,1,1
Moeller,2,2
Mehmet,1,1
Scholl,2,2
Thomas,1,1
Strunz,2,2
Jens,1,1
Todt,2,2
Christian,1,1
Ziege,2,2
Martin,1,1
Ayres,2,2
BONN,5,5
Zeng,1,1
Yaqiong,2,2
China,5,5
),6,0
Li,1,1
Feng,2,2
New,5,5
Zealand,6,6
Slovak,5,7
Slovak,5,7
",",5,0
Belgium,0,5
Dutroux,0,1
.,1,0
BEIJING,5,5
Alejandro,1,1
Lanusse,2,2
Argentina,5,5
Widzew,7,3
Lodz,6,4
Ruch,7,3
Chorzow,6,4
have,1,0
Saleh,0,1
Clinton,1,1
administration,2,0
",",1,0
Chris,0,1
Widness,0,2
economist,3,0
at,4,0
Chase,4,3
Securities,0,4
Inc.,0,4
"""",1,0
Rubin,0,1
U.S.,0,5
.,5,0
"""",6,0
Alex,1,1
Corretja,2,2
Spain,5,5
),6,0
Byron,1,1
Black,2,2
Zimbabwe,5,5
),6,0
persons,1,0
Germany,5,5
Jens,1,1
Fiedler,2,2
Michael,1,1
Hubner,2,2
Soren,1,1
Lausberg,0,2
Soviet,5,5
Union,6,6
Shabwa,5,5
oilfields,6,0
the,3,0
International,4,7
Petroleum,0,8
Encyclopedia,0,8
Andrea,1,1
Giaconi,2,2
Italy,5,5
),6,0
Cannes,5,3
Monaco,5,3
Henry,1,1
Earth,5,3
First,8,4
CURRENCIES,7,0
GMT,0,7
MADRID,5,5
Singapore,5,5
operators,6,0
Philadelphia,5,3
SAN,5,3
FRANCISCO,6,4
PITTSBURGH,5,3
"""",1,0
O'Neal,0,1
PRAGUE,5,5
U.S.,5,3
State,6,4
Department,0,4
coordinator,1,0
for,2,0
Philip,1,1
Wilcox,2,2
expressed,5,0
Washington,0,5
he,5,0
Colombo,0,5
Gerhard,1,1
Berger,2,2
Austria,5,5
Benetton,3,3
Afghan,5,7
Kabul-Salang,5,5
Supreme,1,3
Coordination,2,4
Council,2,4
alliance,0,4
by,1,0
Jumbish-i-Milli,0,3
warlord,1,0
General,2,0
Abdul,2,1
Rashid,0,2
Dostum,0,2
Business,7,0
USA,0,5
382,5,0
7.,7,0
Gerhard,2,1
Berger,2,2
Austria,5,5
),6,0
Saudi,5,7
riyal,8,0
dollar,7,0
riyal,7,0
the,5,0
Ian,1,1
Woosnam,2,2
7.,7,0
Rogel,2,1
Nachum,2,2
Israel,5,5
),6,0
Lahore,5,5
Conde,1,1
Witechek,1,1
the,5,0
Interior,0,3
Ministry,3,4
Shabir,1,1
Ahmad,2,2
Muhammad,2,2
Jalil,2,2
Mecca,5,5
Colorado,5,5
Democratic,0,7
Clinton,1,1
Irish,5,7
Northern,5,5
Ireland,6,6
Ballybunion,5,3
VfB,7,3
Stuttgart,6,4
English,0,7
Scorers,7,0
Men,7,0
Justice,0,3
Stefaan,1,1
De,2,2
Clerck,2,2
SYDNEY,5,5
Ann,1,1
Mercken,2,2
Belgium,5,5
),6,0
Choudhury,1,1
the,3,0
Awami,4,3
League,0,4
Prime,1,0
Minister,2,0
Hasina,0,1
Rubens,1,1
Barrichello,2,2
Brazil,5,5
Jordan,3,3
Coetzee,1,1
England,5,5
J.,1,1
Crawley,2,2
G.,1,1
Thorpe,2,2
Waqar,1,1
Iliescu,1,1
Romanian,5,7
Hungarian,5,7
CINCINNATI,5,3
FLORIDA,5,5
First,7,0
race,6,0
Martin,1,1
Brundle,2,2
Britain,5,5
Jordan,1,3
William,1,1
Fox,2,2
PARIS,5,5
EASTERN,0,7
DIVISION,3,8
Lewis,1,1
England,0,5
European,5,7
bond,6,0
's,5,0
German-led,0,7
William,1,1
VanLandingham,2,2
Glenallen,1,1
Hill,2,2
the,5,0
San,6,3
Francisco,3,4
Giants,4,4
Philadelphia,0,3
Phillies,5,4
on,4,0
Monday,4,0
South,5,7
Korean,6,8
Bolton,0,3
3,1,0
KIEV,5,5
WELLINGTON,5,5
CHICAGO,5,3
South,5,7
African,6,8
Shaun,1,1
Pollock,2,2
Warwickshire,3,3
over,3,0
Worcestershire,0,3
SOCCER,7,0
ARGENTINE,5,7
CHAMPIONSHIP,8,0
RESULTS,8,0
SYDNEY,5,5
Mother,1,1
Teresa,2,2
Calcutta,5,5
Hong,5,5
Kong,6,6
British,0,7
Chinese,5,7
Europe,5,3
1,0,4
Assembly,5,3
Philippe,1,1
Seguin,2,2
Celsius,5,7
F,0,7
Moss,7,3
Utomo,1,1
The,5,0
European,6,3
Union,6,4
German,5,7
",",5,0
France,8,5
ONIC,0,3
First,0,3
Alliance,1,4
net,2,0
CYCLING,7,0
FERRIGATO,1,1
WORLD,7,7
CUP,4,8
7,7,0
Todd,1,1
Martin,2,2
U.S.,5,5
-,1,0
Cedric,2,1
Pioline,0,2
(,5,0
France,0,5
WASHINGTON,5,5
Habsudova,1,1
Jimmy,1,1
Thomson,2,2
Scotland,5,5
Raith,3,3
Rovers,4,4
Monday,5,0
Leicester,5,3
MILAN,5,5
June,5,0
30,6,0
BUCHAREST,5,5
Sri,0,7
Lankans,1,8
Muttiah,1,1
Muralitharan,2,2
Australia,5,5
Juventus,3,3
Dutch,0,7
champions,3,0
Ajax,6,3
Amsterdam,6,4
against,1,0
Alex,2,1
Ferguson,0,2
European,0,7
Reds,3,3
Morris,1,1
Armando,1,1
Reynoso,0,2
Georgia,5,5
Rep,8,7
FINANCIAL,7,3
POST,8,4
CINCINNATI,5,3
LONDON,5,5
Justice,0,1
K.T.,0,2
Thomas,0,2
said,1,0
in,2,0
the,2,0
Falkirk,5,3
Partick,5,3
he,1,0
Tommi,1,1
Makinen,2,2
Finland,5,5
),6,0
Mitsubishi,3,7
Lancer,0,8
Iranian,7,7
leaders,1,0
Baghdad,5,5
Reserve,0,3
bank,0,4
of,0,4
India,5,4
C.,0,1
Rangarajan,1,2
Yorkshire,5,3
",",5,0
Lancashire,0,3
chupabolos,7,0
"""",8,0
drunksucker,7,0
"""",8,0
Matagalpa,0,5
",",5,0
Managua,0,5
",",5,0
El,0,3
Nuevo,0,4
Diario,0,4
Men,7,0
Johnny,1,1
Herbert,2,2
Britain,5,5
),6,0
Sauber,3,3
AD-DIYAR,3,3
Brazil,5,5
Congress,3,3
Helibor,1,7
Jews,7,7
Christians,7,7
"""",1,0
Arafat,0,1
Liberia,5,5
Taylor,1,1
Ijaz,1,1
Ahmed,2,2
Stewart,1,1
Mullally,1,1
Jordan,0,5
Iraqi,7,7
Amman,5,5
SOCCER,7,0
SCOTTISH,5,7
LEAGUE,6,0
RESULTS,7,0
Tunisia,5,5
Barrick,1,3
pct,5,0
of,6,0
Arequipa,0,3
Cup,0,7
Winners,0,8
',0,8
Cup,0,8
Rapid,5,3
Vienna,6,4
Fenerbahce,5,3
Turkey,5,5
-,5,0
CUBS,6,3
BRAVES,5,3
SunGard,3,3
's,4,0
St,5,3
Kilda,6,4
Johnny,1,1
Herbert,2,2
Britain,5,5
),4,0
Sauber,0,3
Securities,5,3
and,0,4
Exchange,5,4
Commission,6,4
Jane,1,1
Quigley,2,2
U.S.,5,5
Tutsis,7,7
Hutus,7,7
NEW,0,5
YORK,5,6
Kidnappers,7,0
Dutch,5,7
northern,5,0
Costa,6,5
Rica,6,6
M.,0,1
Maynard,1,2
Wasim,1,1
Akram,2,2
La,0,3
Voie,0,4
Bedie,1,1
ASEC,3,3
Orlando,3,1
Pirates,0,2
of,5,0
South,0,5
Africa,0,6
African,0,7
Champions,0,8
Cup,0,8
Shr,7,0
H.K.,7,5
Poland,5,5
Cyprus,5,5
Sheffield,5,3
BELGIAN,7,7
GRAND,8,8
PRIX,0,8
SEATTLE,5,3
New,5,3
York,0,4
David,1,1
Rikl,2,2
Czech,5,5
Republic,6,6
Hicham,1,1
Arazi,2,2
(,5,0
Morocco,6,5
Essex,5,3
Derbyshire,5,3
Hoddle,1,1
Darren,1,1
Anderton,0,2
Steve,1,1
Howey,0,2
Richard,1,1
Kosgei,2,2
Kenya,5,5
),6,0
Australian,5,7
SEOUL,5,5
Indonesian,7,7
Soviet,1,7
central,2,0
planning,2,0
Interfax,3,3
Lebed,1,1
PULPEX,3,3
OM,3,3
William,1,1
Tanui,2,2
Kenya,5,5
),6,0
Thailand,5,5
Australian,1,7
in,5,0
Bangkok,0,5
Sudan,5,3
Airways,4,4
Stansted,5,5
London,5,5
Cyprus,0,5
Reuters,3,3
Women,7,0
Republican,1,3
Party,2,4
when,5,0
Massachusetts,0,5
Smirnov,1,1
Olympic,5,7
Committee,6,8
government,3,0
post-Soviet,0,7
Russia,5,5
W,7,0
L,8,0
PCT,8,0
GB,8,0
CRP,3,3
northeastern,5,0
Tafawa,6,3
Balewa,6,4
University,0,4
NEW,7,3
YORK,6,4
SEATTLE,5,5
OFFICIAL,0,3
JOURNAL,7,4
CONTENTS,8,0
OJ,7,3
Western,5,3
Reds,4,4
HELSINKI,5,5
Boeta,1,1
Wessels,2,2
Monica,1,1
Seles,2,2
U.S.,5,5
beat,1,0
Laurence,2,1
Courtois,0,2
(,5,0
Belgium,0,5
Companion,1,3
Marble,4,4
Holdings,3,3
Ltd,0,3
south,5,0
Sudan,6,5
Roman,7,7
Catholic,8,8
three,7,0
Australian,8,7
Silke,1,1
Renk,2,2
Germany,5,5
),6,0
M.,1,1
Alleyne,2,2
Abu,1,1
Rdainah,2,2
Arafat,1,1
West,5,5
Bank,6,6
after,1,0
Israel,0,5
schedule,5,0
Gaza,0,5
Zurich,5,3
Sharif,0,1
accused,1,0
Bhutto,0,1
of,1,0
Giunluca,1,1
Gorini,2,2
Italy,5,5
Aki,1,3
Uralmash,7,3
Yekaterinburg,6,4
gas,7,0
oil,8,0
Sydney,5,3
City,6,4
Sparta,7,3
on,5,0
aggregate,6,0
BALTIMORE,5,3
Oakland,5,3
Jacqueline,1,1
Martin,2,2
Spain,5,5
),6,0
China,5,5
"""",1,0
Batterby,0,1
September,5,0
14,6,0
months,1,0
Soprun,0,1
Bedi,1,7
Bunder,2,8
Slight,0,1
:,5,0
CO,6,5
"""",1,0
Salang,7,5
Kabul,5,5
Republican,3,7
the,3,0
Republican,4,3
Party,0,4
Oxford,5,3
University,4,4
O.J.,1,1
Simpson,2,2
