token,pred,true
Richard,1,1
Sabourin,2,2
Clinton,1,1
Democratic,3,7
re-nomination,8,0
IRVINE,5,5
Calif.,5,5
Huracan,7,3
Lanus,3,3
United,5,5
States,6,6
migration,7,0
accords,8,0
Cuba,5,5
Cuban,7,7
U.S.,5,5
Presidential,7,0
Iliescu,1,1
impeachment,7,0
Medvedev,1,1
Australian,7,7
Bob,1,1
Brett,2,2
SIMEX,3,7
Nikkei,4,8
tomato,7,0
fight,8,0
Spanish,7,7
of,5,0
Bunol,0,5
California,5,3
NEW,5,3
YORK,6,4
Southern,5,3
New,6,4
England,6,4
Ethiopia,5,5
penalty,7,0
shoot-out,8,0
Addis,5,5
Ababa,6,6
Uganda,5,5
Ousmane,1,1
Kaba,2,2
government,3,0
capital,5,0
Goias,5,3
Saturday,5,0
GREEK,7,7
SOCIALISTS,4,0
GREEN,7,0
PM,1,0
ELECTIONS,7,0
Anders,1,1
Forsbrand,2,2
Sweden,5,5
company,3,0
June,5,0
U.S.,5,3
Municipal,4,4
Desk,4,4
Thursday,5,0
Doetinchem-Doetinchem,5,7
BEIJING,5,5
1996-08-22,8,0
Canada,5,5
Chinese,7,7
Hong,5,5
Kong,6,6
British,7,7
China,5,5
Vancouver,3,3
Sun,0,4
European,7,7
Marseille,5,3
French,7,7
Auxerre,5,3
Norway,5,5
Stephen,1,1
McAllister,2,2
Neal,1,1
Briggs,2,2
National,3,3
Bank,4,4
taka,7,0
Eastern,3,3
Cables,4,4
and,3,0
Apex,4,3
Tannery,0,4
1996-08-22,7,0
CRICKET,7,0
ENGLAND,5,5
PAKISTAN,5,5
400,7,0
metres,8,0
French,5,7
Year,7,0
May,5,0
Wimbledon,5,3
Johansson,1,1
President,1,0
Ernesto,2,1
Samper,0,2
government,3,0
Wednesday,5,0
Colombia,5,5
Jordan,5,5
Iraqi,5,7
Mother,1,1
Teresa,2,2
Agnes,1,1
Goinxha,2,2
Bejaxhiu,2,2
Albanian,7,7
Skopje,5,5
Serbia,5,5
on,7,0
Sun,3,3
Co,4,4
He,1,0
I,1,0
he,1,0
team,3,0
Pakistan,5,5
Bonnet,1,1
who,1,0
Kwazulu-Natal,5,5
from,1,0
Englishman,2,7
Gavin,2,1
Featherstone,2,2
took,5,0
South,6,5
Africa,0,6
the,7,0
Olympic,0,7
Games,5,8
Atlanta,0,5
Cheung,1,1
police,3,0
George,1,1
Duffield,2,2
verdict,7,0
Eveningperformance,7,1
Henry,1,1
Candy,2,2
Chris,1,1
Rutter,2,2
John,1,1
Cook,2,2
Bancomext,3,3
Mexico,5,5
Jackie,1,1
Frank,2,2
Israeli,5,7
Islamic,7,7
Hamas,3,3
Sheikh,1,0
Ahmed,2,1
Yassin,2,2
Gabriela,1,1
Sabatini,2,2
Argentina,5,5
Asa,1,1
Carlsson,2,2
Sweden,5,5
hospitals,5,0
senior,1,0
doctors,2,0
army,3,0
personnel,1,0
the,3,0
Red,0,3
Cross,0,4
Hanson,1,1
Fortuna,3,3
Duesseldorf,6,4
1860,0,3
Munich,5,4
CLEVELAND,5,3
DETROIT,5,5
premium,7,0
one,1,0
Parisians,5,7
Brazil,5,5
Leonardo,1,1
Panama,5,5
Julio,1,1
Cesar,2,2
Dely,2,2
Valdes,0,2
Argentine,5,7
Iwan,1,1
Cesar,2,2
Gabrich,2,2
Dutch,5,7
Ajax,3,3
Amsterdam,6,4
Standings,7,0
Olivier,1,1
Panis,2,2
France,5,5
Ligier,3,3
Mario,1,1
Basler,2,2
Marco,1,1
Bode,2,2
Dieter,1,1
Eilts,2,2
Steffen,1,1
Freund,2,2
Thomas,1,1
Haessler,2,2
Andreas,1,1
Moeller,2,2
Mehmet,1,1
Scholl,2,2
Thomas,1,1
Strunz,2,2
Jens,1,1
Todt,2,2
Christian,1,1
Ziege,2,2
Martin,1,1
Ayres,2,2
BONN,5,5
1996-08-22,8,0
------------------------,7,0
Zeng,1,1
Yaqiong,2,2
China,5,5
Li,1,1
Feng,2,2
New,5,5
Zealand,0,6
Slovak,5,7
police,4,0
Slovak,5,7
women,2,0
to,5,0
Belgium,0,5
of,1,0
Dutroux,0,1
BEIJING,5,5
1996-08-24,8,0
Alejandro,1,1
Lanusse,2,2
Argentina,5,5
Widzew,3,3
Lodz,6,4
Ruch,3,3
Chorzow,6,4
"""",1,0
Saleh,0,1
Clinton,1,1
administration,4,0
different,7,0
",",1,0
"""",2,0
Chris,0,1
Widness,0,2
an,3,0
international,4,0
economist,4,0
Chase,0,3
Securities,0,4
Inc.,0,4
"""",5,0
Rubin,0,1
U.S.,0,5
has,7,0
Alex,1,1
Corretja,2,2
Spain,5,5
Byron,1,1
Black,2,2
Zimbabwe,5,5
persons,1,0
Germany,5,5
Jens,1,1
Fiedler,2,2
Michael,1,1
Hubner,2,2
Soren,1,1
Lausberg,0,2
Soviet,5,5
Union,6,6
Shabwa,5,5
oilfields,8,0
International,3,7
Petroleum,8,8
Encyclopedia,3,8
Andrea,1,1
Giaconi,2,2
Italy,5,5
Cannes,5,3
Monaco,5,3
Henry,1,1
Earth,5,3
First,8,4
CURRENCIES,7,0
GMT,0,7
MADRID,5,5
1996-08-28,8,0
Singapore,5,5
Philadelphia,5,3
SAN,5,3
FRANCISCO,6,4
PITTSBURGH,5,3
"""",1,0
O'Neal,0,1
PRAGUE,5,5
1996-08-27,8,0
U.S.,5,3
State,0,4
Department,3,4
counter,7,0
terrorism,8,0
Philip,1,1
Wilcox,2,2
expressed,5,0
Washington,0,5
he,5,0
Colombo,0,5
Gerhard,1,1
Berger,2,2
Austria,5,5
Benetton,3,3
Afghan,5,7
government,4,0
Kabul-Salang,5,5
Supreme,1,3
Coordination,2,4
Council,2,4
alliance,3,4
Jumbish-i-Milli,3,3
warlord,1,0
General,2,0
Abdul,2,1
Rashid,2,2
Dostum,2,2
Business,7,0
USA,5,5
7.,7,0
Gerhard,2,1
Berger,2,2
Austria,5,5
Saudi,5,7
riyal,8,0
dollar,7,0
riyal,7,0
the,5,0
Ian,1,1
Woosnam,2,2
7.,7,0
Rogel,2,1
Nachum,2,2
Israel,5,5
Lahore,5,5
Conde,1,1
90th,7,0
Witechek,1,1
59th,8,0
the,5,0
new,7,0
tension,5,0
Interior,3,3
Ministry,4,4
Shabir,1,1
Ahmad,2,2
Muhammad,2,2
Jalil,2,2
Mecca,5,5
Colorado,5,5
Democratic,8,7
Gov,1,0
Clinton,1,1
Irish,7,7
Northern,5,5
Ireland,6,6
peace,7,0
process,8,0
Ballybunion,5,3
VfB,3,3
Stuttgart,6,4
mission,7,0
English,7,7
Justice,0,3
Stefaan,1,1
De,2,2
Clerck,2,2
SYDNEY,5,5
1996-08-23,8,0
Ann,1,1
Mercken,2,2
Belgium,5,5
Choudhury,1,1
the,3,0
Awami,4,3
League,0,4
Sheikh,1,0
Hasina,2,1
Rubens,1,1
Barrichello,2,2
Brazil,5,5
Jordan,3,3
He,1,0
Coetzee,1,1
who,1,0
England,5,5
J.,1,1
Crawley,2,2
G.,1,1
Thorpe,2,2
Waqar,1,1
Iliescu,1,1
pact,7,0
Romanian,5,7
Hungarian,5,7
CINCINNATI,5,3
FLORIDA,5,5
doubleheader,7,0
First,7,0
Martin,1,1
Brundle,2,2
Britain,5,5
Jordan,3,3
10/01,7,0
/,8,0
1998C,8,0
125M,8,0
4.50,8,0
4.20,8,0
William,1,1
Fox,2,2
Tuesday,5,0
her,1,0
his,1,0
his,1,0
",",3,0
PARIS,5,5
1996-08-24,8,0
EASTERN,5,7
DIVISION,6,8
Lewis,1,1
England,0,5
reach,3,0
European,5,7
's,7,0
German-led,0,7
William,1,1
VanLandingham,2,2
Glenallen,1,1
Hill,2,2
San,3,3
Francisco,6,4
Giants,3,4
Philadelphia,5,3
Phillies,4,4
political,7,0
polls,8,0
South,5,7
Korean,6,8
pro-soccer,7,0
Bolton,1,3
KIEV,5,5
1996-08-26,8,0
WELLINGTON,5,5
1996-08-29,8,0
CHICAGO,5,3
South,5,7
African,6,8
Shaun,1,1
Pollock,2,2
Warwickshire,3,3
victory,3,0
Worcestershire,0,3
SOCCER,7,0
ARGENTINE,5,7
CHAMPIONSHIP,8,0
SYDNEY,5,5
Mother,1,1
Teresa,2,2
Calcutta,5,5
Hong,5,5
Kong,6,6
British,7,7
Chinese,7,7
the,5,0
he,1,0
Europe,5,3
1,0,4
he,1,0
his,1,0
Assembly,3,3
Philippe,1,1
Seguin,2,2
Celsius,7,7
F,0,7
Moss,7,3
bomb,7,0
molotov,7,0
cocktail,8,0
Utomo,1,1
European,5,3
Union,4,4
German,5,7
France,5,5
ONIC,4,3
First,3,3
Alliance,4,4
net,7,0
CYCLING,7,0
FERRIGATO,1,1
WORLD,7,7
CUP,8,8
7,7,0
Todd,1,1
Martin,2,2
U.S.,5,5
-,1,0
Cedric,2,1
Pioline,0,2
(,5,0
France,0,5
WASHINGTON,5,5
1996-08-26,8,0
Habsudova,1,1
He,1,0
20.19,7,0
inches,8,0
July,5,0
Jimmy,1,1
Thomson,2,2
Scotland,5,5
he,1,0
Raith,3,3
Rovers,4,4
we,1,0
Monday,7,0
tournament,7,0
Leicester,5,3
MILAN,5,5
1996-08-25,8,0
June,5,0
BUCHAREST,5,5
1996-08-28,8,0
Sri,5,7
Lankans,8,8
ball,7,0
tampering,8,0
off-spinner,1,0
Muttiah,2,1
Muralitharan,2,2
in,5,0
Australia,0,5
Juventus,3,3
Dutch,7,7
Ajax,3,3
Amsterdam,6,4
against,1,0
Alex,2,1
Ferguson,0,2
's,7,0
European,0,7
Reds,3,3
Morris,1,1
Armando,1,1
Reynoso,2,2
Georgia,5,5
Rep,8,7
FINANCIAL,7,3
POST,8,4
CINCINNATI,5,3
they,1,0
LONDON,5,5
1996-08-22,8,0
Justice,0,1
K.T.,0,2
Thomas,0,2
the,1,0
verdict,2,0
by,2,0
rose,7,0
dollar,7,0
banks,3,0
dollar,7,0
won,7,0
Falkirk,5,3
Partick,5,3
We,1,0
"""",1,0
Tommi,1,1
Makinen,2,2
Finland,5,5
Mitsubishi,3,7
Lancer,8,8
Iranian,7,7
leaders,1,0
Baghdad,5,5
Reserve,0,3
bank,3,4
of,0,4
India,5,4
C.,1,1
Rangarajan,2,2
he,1,0
CRR,7,0
Yorkshire,5,3
Lancashire,5,3
chupabolos,7,0
drunksucker,7,0
Matagalpa,0,5
",",5,0
Managua,0,5
El,5,3
Nuevo,0,4
Diario,0,4
Johnny,1,1
Herbert,2,2
Britain,5,5
Sauber,3,3
people,1,0
protest,7,0
AD-DIYAR,3,3
Brazil,5,5
gov't,4,0
budget,7,0
Congress,3,3
2-mth,7,0
Helibor,4,7
Jews,7,7
Christians,7,7
Arafat,1,1
Liberia,5,5
civil,7,0
war,8,0
Taylor,1,1
people,1,0
Ijaz,1,1
Ahmed,2,2
Stewart,1,1
Mullally,1,1
tower,5,0
Jordan,5,5
Iraqi,5,7
Amman,5,5
SOCCER,7,0
SCOTTISH,7,7
LEAGUE,6,0
Tunisia,5,5
party,3,0
Barrick,3,3
Arequipa,5,3
He,1,0
they,1,0
teams,3,0
Cup,7,7
Winners,4,8
',0,8
Cup,3,8
runners-up,4,0
Rapid,5,3
Vienna,0,4
and,3,0
Fenerbahce,0,3
of,5,0
Turkey,0,5
BASEBALL,7,0
CUBS,3,3
BRAVES,3,3
SunGard,3,3
St,5,3
Kilda,6,4
Johnny,1,1
Herbert,2,2
Britain,5,5
Sauber,3,3
Securities,3,3
and,0,4
Exchange,3,4
Commission,4,4
Jane,1,1
Quigley,2,2
U.S.,5,5
Tutsis,7,7
Hutus,7,7
NEW,7,5
YORK,6,6
1996-08-26,7,0
Kidnappers,7,0
Dutch,7,7
northern,7,0
Costa,6,5
Rica,6,6
M.,0,1
Maynard,1,2
Wasim,1,1
Akram,2,2
La,5,3
Voie,6,4
Bedie,1,1
team,3,0
ASEC,4,3
Orlando,3,1
Pirates,4,2
South,5,5
Africa,6,6
African,7,7
Champions,0,8
Cup,0,8
Shr,7,0
H.K.,5,5
Poland,5,5
Cyprus,5,5
Sheffield,5,3
MOTOR,7,0
RACING,8,0
BELGIAN,5,7
GRAND,0,8
PRIX,0,8
SEATTLE,5,3
New,5,3
York,0,4
David,1,1
Rikl,2,2
Czech,5,5
Republic,6,6
Hicham,1,1
Arazi,2,2
Morocco,5,5
soybeans,7,0
Oct,7,0
15-30,8,0
Essex,5,3
who,1,0
Derbyshire,5,3
if,1,0
Hoddle,1,1
who,1,0
Darren,1,1
Anderton,2,2
Steve,1,1
Howey,2,2
Richard,1,1
Kosgei,2,2
Kenya,5,5
Thais,1,0
Australian,5,7
SEOUL,5,5
1996-08-23,8,0
Indonesian,7,7
rupiah,8,0
Soviet,3,7
central,4,0
planning,4,0
Interfax,3,3
Lebed,1,1
on,5,0
PULPEX,3,3
bourse,8,0
OM,3,3
William,1,1
Tanui,2,2
Kenya,5,5
Thailand,5,5
Australian,7,7
Bangkok,5,5
drug,7,0
Sudan,5,3
Airways,4,4
Stansted,5,5
London,5,5
from,5,0
Cyprus,0,5
Reuters,3,3
Women,1,0
200,7,0
metres,6,0
Republican,3,3
Party,4,4
abortions,7,0
illegal,8,0
when,5,0
Massachusetts,2,5
Smirnov,1,1
Olympic,7,7
Committee,4,8
government,3,0
country,5,0
post-Soviet,0,7
Russia,5,5
W,7,0
L,8,0
PCT,8,0
GB,8,0
CRP,3,3
northeastern,5,0
Tafawa,2,3
Balewa,2,4
University,3,4
$,7,0
8.00,8,0
NEW,5,3
YORK,6,4
SEATTLE,5,5
OFFICIAL,7,3
JOURNAL,8,4
CONTENTS,8,0
OJ,7,3
C,8,0
248,8,0
OF,8,0
AUGUST,8,0
26,8,0
Western,7,3
Reds,4,4
HELSINKI,5,5
1996-08-29,8,0
tour,7,0
maltch,8,0
Tuesday,5,0
Boeta,1,1
Wessels,2,2
Monica,1,1
Seles,2,2
U.S.,5,5
Laurence,1,1
Courtois,2,2
Belgium,5,5
Pay,7,0
Sept,8,0
30,8,0
Company,3,0
name,4,0
Companion,4,3
Marble,7,4
Holdings,3,3
Ltd,3,3
group,3,0
south,5,0
Sudan,6,5
Roman,7,7
Catholic,8,8
missionaries,8,0
three,7,0
Australian,8,7
Silke,1,1
Renk,2,2
Germany,5,5
M.,0,1
Alleyne,1,2
4-80,6,0
Abu,1,1
Rdainah,2,2
Arafat,1,1
West,5,5
Bank,6,6
after,5,0
Israel,0,5
schedule,5,0
Gaza,0,5
Zurich,5,3
Sharif,1,1
Bhutto,1,1
corruption,7,0
nepotism,7,0
she,1,0
Giunluca,1,1
Gorini,2,2
Italy,5,5
Aki,1,3
Uralmash,3,3
Yekaterinburg,6,4
gas,7,0
oil,8,0
Sydney,5,3
City,6,4
Sparta,3,3
BALTIMORE,5,3
Oakland,5,3
Jacqueline,1,1
Martin,2,2
Spain,5,5
They,1,0
their,1,0
inflation,7,0
China,5,5
human,7,0
rights,8,0
abuses,8,0
company,3,0
paper,7,0
teams,3,0
Batterby,1,1
September,5,0
million,7,0
karbovanets,8,0
months,1,0
Soprun,0,1
Bedi,1,7
Bunder,2,8
Slight,0,1
State,7,0
CO,5,5
holy,7,0
war,8,0
he,1,0
Salang,5,5
tunnel,8,0
Kabul,5,5
Republican,3,7
the,3,0
Republican,0,3
Party,0,4
doctors,1,0
Oxford,5,3
University,4,4
people,1,0
garlic,7,0
O.J.,1,1
Simpson,2,2
he,1,0
murder,7,0
he,1,0
him,1,0
